id,resume_text_256,jd_text_128,job_family,seniority,advance
RS00778,"1+ years experience; key skills: javascript, html, terraform, databases, testing, planning, agile, react. Delivered projects with focus on react and collaboration. Comfortable with documentation.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: ui, react.",Frontend,Junior,1
RS00779,"3+ years experience; key skills: ci/cd, containers, postgres, regression, spring, javascript, docker. Delivered projects with focus on docker and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, bash.",DevOps,Mid,1
RS00780,"9+ years experience; key skills: linux, monitoring, numpy, stakeholders, jira, accessibility, databases. Delivered projects with focus on monitoring and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, bash.",DevOps,Senior,0
RS00781,"10+ years experience; key skills: containers, java, rest, roadmap, kubernetes, typescript. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, bash.",DevOps,Senior,0
RS00782,"2+ years experience; key skills: planning, accessibility, tableau, cypress, spring, java, bug-tracking. Delivered projects with focus on spring and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, communication.",PM,Mid,0
RS00783,"8+ years experience; key skills: bug-tracking, agile, pandas, java, selenium, ui, scikit-learn. Delivered projects with focus on pandas and collaboration. Comfortable with code reviews.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, regression.",QA,Senior,0
RS00784,"4+ years experience; key skills: statistics, python, accessibility, java, cypress. Delivered projects with focus on accessibility and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: pandas, aws.",Data,Mid,1
RS00785,"0+ years experience; key skills: sql, spring, kubernetes, accessibility, aws, bash, python. Delivered projects with focus on accessibility and collaboration. Comfortable with code reviews.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: etl, scikit-learn.",Data,Junior,0
RS00786,"5+ years experience; key skills: javascript, css, aws, ui, linux, accessibility, react. Delivered projects with focus on aws and collaboration. Comfortable with code reviews.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: react, ui.",Frontend,Mid,1
RS00787,"2+ years experience; key skills: planning, agile, bug-tracking, terraform, roadmap, python. Delivered projects with focus on python and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, backlog.",PM,Mid,0
RS00788,"0+ years experience; key skills: css, testing, monitoring, postgres, testing. Delivered projects with focus on monitoring and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, testing.",Frontend,Junior,0
RS00789,"2+ years experience; key skills: requirements, planning, rest, stakeholders, pandas, etl, roadmap, sql. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, agile.",PM,Mid,1
RS00790,"2+ years experience; key skills: linux, test-cases, communication, docker, scikit-learn. Delivered projects with focus on communication and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, kubernetes.",DevOps,Mid,0
RS00791,"5+ years experience; key skills: monitoring, planning, bug-tracking, requirements. Delivered projects with focus on monitoring and collaboration. Comfortable with documentation.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, jira.",QA,Senior,0
RS00792,"3+ years experience; key skills: containers, linux, typescript, bash, webpack, monitoring, microservices. Delivered projects with focus on bash and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, docker.",DevOps,Mid,1
RS00793,"0+ years experience; key skills: containers, sql, spring, selenium. Delivered projects with focus on selenium and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, terraform.",DevOps,Junior,0
RS00794,"8+ years experience; key skills: test-cases, java, html, planning, etl. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, docker.",DevOps,Senior,0
RS00795,"1+ years experience; key skills: planning, stakeholders, microservices, aws, css, pandas, backlog, spring. Delivered projects with focus on css and collaboration. Comfortable with scrum.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, agile.",PM,Junior,1
RS00796,"4+ years experience; key skills: typescript, numpy, monitoring, requirements. Delivered projects with focus on monitoring and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, terraform.",DevOps,Mid,0
RS00797,"2+ years experience; key skills: databases, postgres, cypress, linux, numpy, agile. Delivered projects with focus on linux and collaboration. Comfortable with documentation.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: kafka, docker.",Backend,Mid,0
RS00798,"2+ years experience; key skills: bug-tracking, databases, sql, monitoring. Delivered projects with focus on sql and collaboration. Comfortable with agile.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: regression, jira.",QA,Junior,0
RS00799,"9+ years experience; key skills: cypress, ci/cd, terraform, aws. Delivered projects with focus on ci/cd and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: etl, pandas.",Data,Senior,0
RS00800,"2+ years experience; key skills: kafka, spring, scikit-learn. Delivered projects with focus on scikit-learn and collaboration. Comfortable with documentation.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: numpy, tableau.",Data,Junior,0
RS00801,"0+ years experience; key skills: sql, statistics, aws, java, jira, bash. Delivered projects with focus on bash and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: aws, tableau.",Data,Junior,1
RS00802,"3+ years experience; key skills: bug-tracking, testing, accessibility, regression, requirements, test-cases, etl. Delivered projects with focus on test-cases and collaboration. Comfortable with scrum.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, cypress.",QA,Mid,1
RS00803,"0+ years experience; key skills: python, sql, java, aws, etl, linux. Delivered projects with focus on etl and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: tableau, numpy.",Data,Junior,1
RS00804,"2+ years experience; key skills: databases, java, ci/cd, kafka, ui, spring, backlog, planning. Delivered projects with focus on ci/cd and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: docker, kafka.",Backend,Mid,1
RS00805,"0+ years experience; key skills: html, react, metrics, accessibility, planning, cypress. Delivered projects with focus on metrics and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: react, typescript.",Frontend,Junior,0
RS00806,"2+ years experience; key skills: metrics, planning, monitoring, webpack, bash, terraform. Delivered projects with focus on bash and collaboration. Comfortable with code reviews.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, cypress.",QA,Junior,0
RS00807,"5+ years experience; key skills: ci/cd, api-testing, metrics, java, bash, typescript. Delivered projects with focus on bash and collaboration. Comfortable with agile.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, monitoring.",DevOps,Senior,0
RS00808,"2+ years experience; key skills: bug-tracking, tableau, postgres, jira. Delivered projects with focus on jira and collaboration. Comfortable with scrum.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, regression.",QA,Mid,0
RS00809,"5+ years experience; key skills: rest, sql, typescript, postgres, communication, regression, spring. Delivered projects with focus on spring and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: spring, microservices.",Backend,Mid,0
RS00810,"2+ years experience; key skills: selenium, roadmap, bug-tracking. Delivered projects with focus on bug-tracking and collaboration. Comfortable with agile.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, kafka.",Backend,Mid,0
RS00811,"5+ years experience; key skills: stakeholders, microservices, numpy, etl, scikit-learn, javascript, scrum. Delivered projects with focus on microservices and collaboration. Comfortable with documentation.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, scrum.",PM,Senior,0
RS00812,"1+ years experience; key skills: css, react, java, pandas. Delivered projects with focus on pandas and collaboration. Comfortable with code reviews.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: ui, accessibility.",Frontend,Junior,0
RS00813,"9+ years experience; key skills: java, databases, rest, bug-tracking, accessibility, jira. Delivered projects with focus on accessibility and collaboration. Comfortable with documentation.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: kafka, aws.",Backend,Senior,1
RS00814,"4+ years experience; key skills: stakeholders, planning, pandas, html, communication, rest, testing. Delivered projects with focus on testing and collaboration. Comfortable with scrum.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, backlog.",PM,Mid,1
RS00815,"2+ years experience; key skills: rest, metrics, test-cases, javascript. Delivered projects with focus on javascript and collaboration. Comfortable with agile.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: kafka, spring.",Backend,Junior,0
RS00816,"3+ years experience; key skills: javascript, html, css, statistics, webpack, containers, kubernetes, java, scrum. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: webpack, testing.",Frontend,Mid,1
RS00817,"2+ years experience; key skills: rest, java, api-testing, sql, kafka. Delivered projects with focus on kafka and collaboration. Comfortable with documentation.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: spring, postgres.",Backend,Junior,1
RS00818,"1+ years experience; key skills: linux, ci/cd, html, css, monitoring, planning. Delivered projects with focus on css and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, monitoring.",DevOps,Junior,1
RS00819,"2+ years experience; key skills: java, python, postgres, stakeholders, planning, roadmap, kafka. Delivered projects with focus on postgres and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: postgres, docker.",Backend,Mid,0
RS00820,"2+ years experience; key skills: test-cases, testing, metrics, html, microservices, api-testing. Delivered projects with focus on metrics and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, selenium.",QA,Junior,1
RS00821,"2+ years experience; key skills: ci/cd, linux, containers, pandas, pytest, java, kubernetes. Delivered projects with focus on java and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, docker.",DevOps,Junior,1
RS00822,"5+ years experience; key skills: sql, statistics, api-testing, pandas, etl, docker, bash. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: aws, pandas.",Data,Mid,1
RS00823,"2+ years experience; key skills: backlog, databases, react, tableau. Delivered projects with focus on tableau and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, bash.",DevOps,Junior,0
RS00824,"2+ years experience; key skills: requirements, webpack, bash, metrics, test-cases, sql. Delivered projects with focus on bash and collaboration. Comfortable with code reviews.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, communication.",PM,Junior,0
RS00825,"8+ years experience; key skills: planning, requirements, stakeholders, css, selenium, kafka, typescript, communication, scrum. Delivered projects with focus on typescript and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, backlog.",PM,Senior,1
RS00826,"2+ years experience; key skills: rest, databases, cypress, linux, ci/cd, kubernetes, scrum, accessibility. Delivered projects with focus on linux and collaboration. Comfortable with documentation.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: postgres, kafka.",Backend,Mid,1
RS00827,"0+ years experience; key skills: accessibility, microservices, spring, etl. Delivered projects with focus on microservices and collaboration. Comfortable with documentation.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: ui, react.",Frontend,Junior,0
RS00828,"5+ years experience; key skills: test-cases, testing, jira, regression, ui, html. Delivered projects with focus on html and collaboration. Comfortable with code reviews.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, jira.",QA,Mid,1
RS00829,"4+ years experience; key skills: regression, postgres, bug-tracking, numpy. Delivered projects with focus on postgres and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, communication.",PM,Mid,0
RS00830,"5+ years experience; key skills: statistics, kubernetes, tableau, typescript, javascript. Delivered projects with focus on typescript and collaboration. Comfortable with agile.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: aws, pandas.",Data,Senior,0
RS00831,"4+ years experience; key skills: requirements, sql, pandas, backlog, roadmap, pytest. Delivered projects with focus on backlog and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, agile.",PM,Mid,0
RS00832,"1+ years experience; key skills: sql, python, testing, kubernetes, cypress. Delivered projects with focus on cypress and collaboration. Comfortable with code reviews.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: etl, pandas.",Data,Junior,1
RS00833,"0+ years experience; key skills: stakeholders, requirements, pytest, rest, containers, planning. Delivered projects with focus on containers and collaboration. Comfortable with scrum.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, scrum.",PM,Junior,1
RS00834,"1+ years experience; key skills: databases, java, terraform, roadmap, agile, ui, javascript. Delivered projects with focus on ui and collaboration. Comfortable with agile.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: aws, postgres.",Backend,Junior,1
RS00835,"6+ years experience; key skills: kubernetes, terraform, containers, java, css, docker. Delivered projects with focus on java and collaboration. Comfortable with scrum.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, terraform.",DevOps,Senior,0
RS00836,"1+ years experience; key skills: planning, bash, backlog, ci/cd, numpy, scikit-learn. Delivered projects with focus on scikit-learn and collaboration. Comfortable with scrum.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: aws, numpy.",Data,Junior,0
RS00837,"2+ years experience; key skills: sql, python, requirements, aws, etl, terraform. Delivered projects with focus on aws and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: numpy, etl.",Data,Junior,1
RS00838,"5+ years experience; key skills: css, html, etl, testing, jira. Delivered projects with focus on jira and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: testing, webpack.",Frontend,Mid,1
RS00839,"2+ years experience; key skills: databases, rest, spring, ci/cd, api-testing, metrics, scikit-learn, statistics. Delivered projects with focus on ci/cd and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: spring, microservices.",Backend,Mid,1
RS00840,"2+ years experience; key skills: javascript, statistics, aws. Delivered projects with focus on statistics and collaboration. Comfortable with code reviews.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: spring, kafka.",Backend,Junior,0
RS00841,"4+ years experience; key skills: planning, react, html, agile. Delivered projects with focus on react and collaboration. Comfortable with code reviews.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, scrum.",PM,Mid,0
RS00842,"2+ years experience; key skills: databases, api-testing, postgres, kafka, test-cases. Delivered projects with focus on test-cases and collaboration. Comfortable with code reviews.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: spring, kafka.",Backend,Junior,0
RS00843,"1+ years experience; key skills: containers, linux, terraform, cypress, microservices. Delivered projects with focus on cypress and collaboration. Comfortable with scrum.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: kubernetes, aws.",DevOps,Junior,1
RS00844,"8+ years experience; key skills: tableau, planning, kubernetes, pandas, accessibility, ui. Delivered projects with focus on tableau and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, react.",Frontend,Senior,0
RS00845,"0+ years experience; key skills: ci/cd, linux, containers, monitoring, java, react, bash, typescript, scrum. Delivered projects with focus on react and collaboration. Comfortable with scrum.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, aws.",DevOps,Junior,1
RS00846,"10+ years experience; key skills: planning, requirements, agile, kafka, microservices, typescript, scrum, accessibility. Delivered projects with focus on scrum and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, communication.",PM,Senior,1
RS00847,"2+ years experience; key skills: bug-tracking, test-cases, databases, stakeholders, roadmap, sql. Delivered projects with focus on databases and collaboration. Comfortable with documentation.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, selenium.",QA,Junior,1
RS00848,"9+ years experience; key skills: javascript, spring, accessibility, sql, accessibility, bash. Delivered projects with focus on bash and collaboration. Comfortable with agile.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: testing, react.",Frontend,Senior,0
RS00849,"5+ years experience; key skills: numpy, backlog, databases, metrics, cypress, microservices. Delivered projects with focus on databases and collaboration. Comfortable with code reviews.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, metrics.",PM,Senior,0
RS00850,"4+ years experience; key skills: statistics, sql, python, spring, api-testing, webpack, etl. Delivered projects with focus on webpack and collaboration. Comfortable with scrum.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: tableau, aws.",Data,Mid,1
RS00851,"2+ years experience; key skills: scikit-learn, numpy, tableau. Delivered projects with focus on tableau and collaboration. Comfortable with code reviews.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: aws, etl.",Data,Junior,0
RS00852,"6+ years experience; key skills: css, planning, metrics, jira, test-cases, bash. Delivered projects with focus on jira and collaboration. Comfortable with code reviews.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: tableau, numpy.",Data,Senior,0
RS00853,"4+ years experience; key skills: sql, scikit-learn, jira, webpack. Delivered projects with focus on webpack and collaboration. Comfortable with documentation.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, etl.",Data,Mid,0
RS00854,"8+ years experience; key skills: stakeholders, scikit-learn, communication, scrum, scrum, css, bash. Delivered projects with focus on scikit-learn and collaboration. Comfortable with agile.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, metrics.",PM,Senior,0
RS00855,"2+ years experience; key skills: python, backlog, rest, linux, postgres, typescript. Delivered projects with focus on rest and collaboration. Comfortable with agile.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: aws, tableau.",Data,Mid,0
RS00856,"10+ years experience; key skills: python, pytest, webpack. Delivered projects with focus on python and collaboration. Comfortable with code reviews.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, docker.",DevOps,Senior,0
RS00857,"3+ years experience; key skills: requirements, python, regression, docker, agile. Delivered projects with focus on regression and collaboration. Comfortable with scrum.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, agile.",PM,Mid,0
RS00858,"5+ years experience; key skills: containers, cypress, api-testing, statistics, microservices. Delivered projects with focus on statistics and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, docker.",DevOps,Mid,0
RS00859,"2+ years experience; key skills: aws, java, cypress, planning, etl, roadmap. Delivered projects with focus on java and collaboration. Comfortable with scrum.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: pytest, selenium.",QA,Junior,0
RS00860,"10+ years experience; key skills: test-cases, sql, backlog, testing. Delivered projects with focus on testing and collaboration. Comfortable with documentation.","We are hiring a Senior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, pytest.",QA,Senior,0
RS00861,"0+ years experience; key skills: linux, ci/cd, typescript, agile, pandas, ui. Delivered projects with focus on agile and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, kubernetes.",DevOps,Junior,1
RS00862,"2+ years experience; key skills: rest, databases, selenium, roadmap, cypress, microservices, api-testing, ci/cd. Delivered projects with focus on ci/cd and collaboration. Comfortable with documentation.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: kafka, spring.",Backend,Mid,1
RS00863,"2+ years experience; key skills: linux, ci/cd, containers, ui, selenium, roadmap, tableau, requirements, sql. Delivered projects with focus on sql and collaboration. Comfortable with documentation.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, monitoring.",DevOps,Mid,1
RS00864,"1+ years experience; key skills: ci/cd, javascript, requirements, etl. Delivered projects with focus on javascript and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, metrics.",PM,Junior,0
RS00865,"3+ years experience; key skills: rest, java, databases, javascript, postgres, sql, aws, pandas. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: kafka, microservices.",Backend,Mid,1
RS00866,"5+ years experience; key skills: bug-tracking, test-cases, testing, microservices, scikit-learn, metrics. Delivered projects with focus on scikit-learn and collaboration. Comfortable with scrum.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: cypress, api-testing.",QA,Mid,1
RS00867,"2+ years experience; key skills: java, databases, rest, bug-tracking, testing, cypress, requirements, spring, kubernetes. Delivered projects with focus on requirements and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, aws.",Backend,Mid,1
RS00868,"2+ years experience; key skills: css, html, javascript, api-testing, agile, terraform, tableau. Delivered projects with focus on tableau and collaboration. Comfortable with agile.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: testing, accessibility.",Frontend,Junior,1
RS00869,"2+ years experience; key skills: statistics, python, communication, etl, scikit-learn, monitoring, pytest, rest. Delivered projects with focus on monitoring and collaboration. Comfortable with scrum.","We are hiring a Mid Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, aws.",Data,Mid,1
RS00870,"2+ years experience; key skills: statistics, sql, test-cases, python, pandas. Delivered projects with focus on pandas and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: pandas, tableau.",Data,Junior,1
RS00871,"4+ years experience; key skills: test-cases, cypress, regression, bash, tableau, jira, requirements. Delivered projects with focus on bash and collaboration. Comfortable with documentation.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: cypress, selenium.",QA,Mid,0
RS00872,"8+ years experience; key skills: containers, regression, aws, kubernetes, docker, terraform. Delivered projects with focus on regression and collaboration. Comfortable with documentation.","We are hiring a Senior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, monitoring.",DevOps,Senior,0
RS00873,"2+ years experience; key skills: python, tableau, regression, aws. Delivered projects with focus on tableau and collaboration. Comfortable with agile.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: numpy, pandas.",Data,Junior,0
RS00874,"5+ years experience; key skills: requirements, planning, stakeholders, ci/cd, numpy, linux, jira, api-testing. Delivered projects with focus on api-testing and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, roadmap.",PM,Senior,1
RS00875,"0+ years experience; key skills: planning, requirements, sql, containers, typescript, docker, spring, tableau. Delivered projects with focus on docker and collaboration. Comfortable with agile.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: communication, roadmap.",PM,Junior,1
RS00876,"3+ years experience; key skills: css, kafka, test-cases, aws, etl, api-testing, cypress. Delivered projects with focus on cypress and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: ui, typescript.",Frontend,Mid,0
RS00877,"4+ years experience; key skills: linux, ci/cd, sql, monitoring, docker, terraform, numpy. Delivered projects with focus on docker and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: monitoring, terraform.",DevOps,Mid,1
RS00878,"5+ years experience; key skills: linux, databases, docker, ui, bash, postgres. Delivered projects with focus on postgres and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, kubernetes.",DevOps,Mid,0
RS00879,"5+ years experience; key skills: databases, ui, kubernetes, statistics, aws. Delivered projects with focus on kubernetes and collaboration. Comfortable with agile.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: kafka, spring.",Backend,Mid,0
RS00880,"1+ years experience; key skills: planning, requirements, accessibility, agile, metrics, databases. Delivered projects with focus on agile and collaboration. Comfortable with code reviews.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, scrum.",PM,Junior,1
RS00881,"2+ years experience; key skills: containers, ci/cd, accessibility, postgres, regression, pandas, databases. Delivered projects with focus on databases and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, bash.",DevOps,Mid,1
RS00882,"2+ years experience; key skills: pytest, backlog, kubernetes. Delivered projects with focus on pytest and collaboration. Comfortable with documentation.","We are hiring a Junior Data professional. Must have: python, sql, statistics. Nice to have: scikit-learn, tableau.",Data,Junior,0
RS00883,"1+ years experience; key skills: testing, ci/cd, agile, testing, backlog. Delivered projects with focus on testing and collaboration. Comfortable with documentation.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: ui, react.",Frontend,Junior,0
RS00884,"5+ years experience; key skills: stakeholders, planning, requirements, selenium, metrics, backlog, html. Delivered projects with focus on metrics and collaboration. Comfortable with documentation.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, metrics.",PM,Mid,1
RS00885,"2+ years experience; key skills: ci/cd, statistics, bug-tracking, kafka. Delivered projects with focus on statistics and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, docker.",DevOps,Mid,0
RS00886,"5+ years experience; key skills: terraform, docker, pytest, metrics. Delivered projects with focus on terraform and collaboration. Comfortable with agile.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: regression, jira.",QA,Mid,0
RS00887,"2+ years experience; key skills: linux, microservices, html, javascript. Delivered projects with focus on html and collaboration. Comfortable with scrum.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, bash.",DevOps,Junior,0
RS00888,"1+ years experience; key skills: rest, databases, ui, ci/cd, requirements, pandas, microservices. Delivered projects with focus on microservices and collaboration. Comfortable with documentation.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: microservices, aws.",Backend,Junior,1
RS00889,"7+ years experience; key skills: metrics, containers, spring, terraform. Delivered projects with focus on spring and collaboration. Comfortable with scrum.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: backlog, agile.",PM,Senior,0
RS00890,"2+ years experience; key skills: planning, stakeholders, webpack, requirements, java, tableau, bash. Delivered projects with focus on tableau and collaboration. Comfortable with code reviews.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: roadmap, scrum.",PM,Junior,1
